,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,AGE_YEARS
1837,6,1784,1,1,4,1,2,1,1,5,14819560,17
1838,2,1188,1,1,3,0,2,0,2,4,9797510,5
1839,0,1494,2,2,4,1,1,1,0,5,8188000,32
1840,6,1810,2,1,5,0,0,1,0,6,20441490,7
1841,0,738,1,1,2,1,1,2,2,2,6799000,16
1842,4,1564,2,1,4,0,1,2,2,6,10019360,8
1843,0,1211,1,1,3,0,0,1,2,0,8505000,27
1844,3,1662,2,1,4,1,0,1,2,1,13384340,46
1845,3,1530,2,1,4,0,0,0,0,2,10851180,39
1846,1,909,1,1,3,1,1,0,1,4,8310590,26
1847,1,690,1,1,2,1,2,2,1,1,7486235,9
1848,2,780,1,1,2,0,1,0,0,6,7060000,24
1849,2,1195,1,1,3,0,1,1,2,6,10210500,6
1850,0,1428,2,2,4,1,0,1,1,6,13180500,9
1851,1,746,1,1,2,1,2,0,0,1,6390690,6
1852,1,921,1,1,3,0,2,2,0,2,7178250,10
1853,1,607,1,1,2,0,1,0,2,1,5383105,7
1854,1,712,1,1,2,0,1,2,0,5,6978025,15
1855,4,2312,4,2,6,0,1,1,2,6,12569800,10
1856,3,1809,3,2,5,0,2,1,1,6,11269470,20
1857,6,1872,2,1,5,0,2,0,2,6,14822920,18
1858,4,2286,4,2,6,0,2,2,1,6,13403120,10
1859,0,1648,2,2,4,0,1,1,0,0,5314000,28
1860,5,1522,1,1,4,0,2,2,0,5,11584500,17
1861,2,919,1,1,3,0,0,2,2,5,12157650,7
1862,6,1858,2,1,5,1,1,2,0,4,12695630,24
1863,2,1082,1,1,3,1,0,1,0,5,12944300,18
1864,0,1338,2,2,4,1,2,1,1,1,7384750,7
1865,0,1559,2,2,4,0,1,0,0,1,5749000,14
1866,0,860,1,1,2,0,2,0,1,5,6063250,36
1867,3,1769,2,1,4,1,2,2,2,0,9626680,24
1868,2,1197,1,1,3,0,1,1,2,5,9273100,14
1869,3,1971,3,2,5,1,0,1,0,4,15559710,27
1870,3,1966,3,2,5,1,1,1,0,2,9665040,7
1871,4,2176,3,2,5,0,2,1,1,5,11751940,11
1872,0,1519,2,2,4,0,2,0,0,0,5686125,7
1873,4,1892,3,2,5,1,2,2,1,5,11526700,22
1874,2,786,1,1,2,0,1,2,0,5,6900800,7
1875,2,942,1,1,3,1,2,2,2,5,9824040,38
1876,0,1344,2,2,4,1,1,1,2,2,7524750,40
1877,0,943,1,1,3,1,2,1,2,2,7102125,32
1878,2,1098,1,1,3,0,1,1,2,5,8901650,31
1879,0,1190,1,1,3,0,1,0,2,2,6499750,8
1880,3,1590,2,1,4,1,1,1,2,4,9637220,26
1881,0,1040,1,1,3,1,0,0,2,2,9567000,20
1882,4,1524,2,1,4,0,2,2,2,4,9890620,16
1883,2,1132,1,1,3,1,1,1,0,4,8356850,23
1884,5,1699,1,1,4,1,0,0,2,4,19297260,42
1885,2,1204,2,1,4,1,2,1,1,4,10096480,20
1886,1,1003,1,1,3,0,0,2,2,5,13709595,13
1887,5,1610,1,1,4,1,1,0,2,5,12364800,45
1888,3,1869,3,2,5,0,1,0,1,1,8074630,44
1889,5,1676,1,1,4,1,0,1,1,6,20302130,13
1890,1,929,1,1,3,1,1,1,0,6,9494835,28
1891,0,1265,1,1,3,0,2,1,2,6,8970625,12
1892,6,1585,1,1,4,0,0,0,1,5,17556170,36
1893,2,729,1,1,2,0,0,1,0,6,9860400,19
1894,6,1882,2,1,5,0,1,2,0,5,12235870,16
1895,1,912,1,1,3,1,0,1,0,0,9350240,16
1896,4,2147,3,2,5,0,0,1,1,6,17180560,18
1897,2,898,1,1,3,1,0,1,2,6,12906800,40
1898,3,1979,3,2,5,1,0,0,0,4,15965590,17
1899,0,1398,2,2,4,0,1,1,1,5,7443250,39
1900,0,942,1,1,3,1,1,2,1,1,5895000,20
1901,0,1504,2,2,4,0,1,0,1,6,7868000,44
1902,2,821,1,1,3,1,1,1,2,4,8707750,9
1903,1,1045,1,1,3,0,0,0,1,2,11329800,20
1904,2,1149,1,1,3,0,1,2,1,4,8318450,19
1905,5,1666,1,1,4,1,2,1,2,4,13009590,28
1906,0,1210,1,1,3,1,2,2,2,4,8333250,30
1907,3,1523,2,1,4,1,2,0,1,1,8078620,41
1908,2,891,1,1,3,0,0,1,0,6,10674350,37
1909,6,1955,2,1,5,1,0,2,2,5,22302670,36
1910,2,1191,1,1,3,0,2,2,2,5,10749120,7
1911,4,1641,2,1,4,0,2,2,1,4,9575120,5
1912,2,740,1,1,2,1,1,1,2,4,7525500,34
1913,3,1588,2,1,4,0,0,2,1,0,11385450,39
1914,0,1272,1,1,3,1,2,1,1,2,7544000,7
1915,2,879,1,1,3,0,0,1,2,6,12177400,20
1916,2,1228,2,1,4,0,2,0,2,5,10071110,25
1917,0,946,1,1,3,0,0,0,0,4,7922250,14
1918,0,867,1,1,2,1,0,1,2,1,7691250,42
1919,3,1932,3,2,5,1,1,2,0,0,7733620,51
1920,3,1617,2,1,4,0,0,2,0,5,13014740,47
1921,4,2179,3,2,5,1,0,1,1,6,18485760,17
1922,0,1040,1,1,3,1,1,1,0,0,4437750,33
1923,0,950,1,1,3,1,0,1,2,0,8047500,18
1924,0,1354,2,2,4,0,1,1,0,1,5131250,47
1925,3,1739,2,1,4,0,0,1,1,0,11730190,37
1926,1,935,1,1,3,0,0,1,0,6,11679050,30
1927,0,1484,2,2,4,1,2,1,1,0,6790750,35
1928,4,2182,3,2,5,0,2,1,2,5,11774560,26
1929,5,1711,1,1,4,0,2,1,0,4,11523870,17
1930,2,886,1,1,3,0,2,0,1,4,6956820,28
1931,3,1760,2,1,4,1,0,2,2,5,16616430,34
1932,2,1283,2,1,4,1,1,2,0,5,9606750,29
1933,0,1155,1,1,3,0,1,2,0,5,6125250,33
1934,0,752,1,1,2,1,1,1,1,2,5807250,11
1935,4,1888,3,2,5,1,1,2,2,6,11805840,22
1936,2,1211,2,1,4,0,0,1,2,4,13261700,22
1937,0,1248,1,1,3,1,2,2,0,0,5710250,30
1938,4,1892,3,2,5,1,0,1,1,6,16967540,17
1939,1,1030,1,1,3,0,1,2,0,0,5743315,21
1940,2,1254,2,1,4,0,2,1,0,5,9095330,21
1941,4,1762,2,1,4,0,0,2,2,4,14826580,19
1942,0,1622,2,2,4,0,0,2,0,4,11168750,24
1943,2,951,1,1,3,0,0,1,0,6,11264700,29
1944,5,1981,2,1,5,0,0,1,0,5,20697180,18
1945,0,1628,2,2,4,0,1,0,0,1,6008250,6
1946,2,797,1,1,2,0,1,0,0,6,7142850,22
1947,0,1587,2,2,4,1,0,1,0,2,11268000,32
1948,2,1081,1,1,3,0,0,1,0,4,11318950,9
1949,5,1895,2,1,5,1,2,1,1,4,14358470,10
1950,2,973,1,1,3,1,0,1,2,4,12173800,40
1951,2,844,1,1,3,1,1,1,2,5,9319450,7
1952,2,965,1,1,3,0,1,1,0,4,6598000,27
1953,3,1742,2,1,4,0,2,1,2,0,8539610,13
1954,4,1304,1,1,3,1,2,1,1,6,10779980,5
1955,6,1510,1,1,4,0,1,0,1,6,11220930,23
1956,6,1888,2,1,5,1,0,1,0,5,21014810,23
1957,5,1540,1,1,4,1,0,1,1,6,19142980,8
1958,0,1023,1,1,3,1,2,1,2,2,7310375,10
1959,0,798,1,1,2,0,0,2,2,2,7506500,14
1960,5,1624,1,1,4,1,1,1,2,5,13099130,13
1961,4,1612,2,1,4,0,1,2,1,4,8599740,7
1962,6,1723,1,1,4,1,2,1,1,5,14028720,39
1963,2,950,1,1,3,1,0,2,0,5,11873250,23
1964,6,1919,2,1,5,1,0,1,0,4,20496430,34
1965,6,1528,1,1,4,1,2,1,2,6,14203260,25
1966,0,1081,1,1,3,1,1,2,1,1,5940250,36
1967,2,1002,1,1,3,1,2,1,2,5,10232240,5
1968,2,937,1,1,3,0,1,1,2,6,9037200,11
1969,4,2372,4,2,6,1,1,2,2,6,13851040,22
1970,2,1237,2,1,4,0,0,1,1,4,13331300,10
1971,2,1242,2,1,4,0,0,1,0,6,13896950,9
1972,3,1700,2,1,4,1,1,1,0,0,7326290,42
1973,4,2422,4,2,6,0,1,1,2,5,12532900,15
1974,2,801,1,1,3,0,1,0,2,5,7385300,38
1975,3,1503,2,1,4,0,0,0,0,2,10769370,51
1976,5,1549,1,1,4,1,0,0,0,6,18531930,23
1977,1,606,1,1,2,1,0,1,1,2,8605340,36
1978,2,1277,2,1,4,1,1,2,1,5,10150100,34
1979,2,791,1,1,2,0,0,0,1,4,9525100,18
1980,6,1878,2,1,5,0,0,2,0,6,20734630,29
1981,0,806,1,1,2,0,2,2,1,6,7210750,30
1982,6,1543,1,1,4,1,0,1,2,6,19083430,39
1983,4,1363,2,1,4,1,0,1,1,4,12572000,10
1984,6,1584,1,1,4,0,2,1,0,4,11173220,5
1985,5,1794,1,1,4,1,0,0,1,5,20940460,18
1986,0,704,1,1,2,1,1,2,0,6,6965500,38
1987,5,1531,1,1,4,0,2,1,0,5,11779810,24
1988,2,1003,1,1,3,1,2,1,0,6,9778110,12
1989,2,1010,1,1,3,1,1,1,1,6,9773000,15
1990,5,1794,1,1,4,1,1,2,1,4,12653630,14
1991,4,1756,2,1,4,0,2,1,1,6,10630800,24
1992,1,1188,1,1,3,1,0,1,2,2,14196640,15
1993,2,1164,1,1,3,0,0,1,1,5,12873650,38
1994,6,1851,2,1,5,1,2,2,0,4,13698720,26
1995,2,1176,1,1,3,1,2,1,2,5,10881370,14
1996,4,1503,2,1,4,1,2,2,2,5,11327760,5
1997,0,1621,2,2,4,1,2,2,1,2,8892625,6
1998,0,883,1,1,2,0,2,1,2,0,5057875,10
1999,2,1257,2,1,4,1,1,1,1,4,9481950,24
2000,0,552,1,1,2,1,2,1,2,1,4950250,47
2001,5,1803,2,1,5,1,2,1,0,4,12993900,23
2002,0,721,1,1,2,1,0,0,1,0,6453250,7
2003,3,1573,2,1,4,0,2,0,0,5,8545010,33
2004,2,723,1,1,2,1,1,0,1,6,8725650,6
2005,2,1148,1,1,3,0,2,2,2,6,10437110,21
2006,4,1513,2,1,4,0,2,1,2,5,9507320,23
2007,2,951,1,1,3,0,1,1,1,5,7862800,28
2008,4,2449,4,2,6,0,2,1,2,4,12084280,24
2009,6,1597,1,1,4,1,2,0,1,4,12569440,29
2010,0,1058,1,1,3,0,0,2,0,1,7020750,21
2011,0,1438,2,2,4,1,1,1,2,0,6505500,34
2012,0,1616,2,2,4,0,1,1,1,0,5829250,23
2013,1,632,1,1,2,1,0,2,2,6,11719720,28
2014,2,953,1,1,3,0,1,1,2,5,8801100,18
2015,4,1714,2,1,4,0,1,1,1,5,9470340,7
2016,4,1334,2,1,4,0,0,2,1,5,11813720,16
2017,5,1770,1,1,4,0,0,1,1,6,19844870,26
2018,0,1098,1,1,3,1,1,0,2,1,6465000,24
2019,2,1010,1,1,3,0,1,0,2,6,9207350,13
2020,0,1195,1,1,3,0,0,1,2,5,10795500,18
2021,1,624,1,1,2,0,1,1,1,2,5378000,19
2022,2,1272,2,1,4,0,2,1,1,5,10030140,10
2023,4,1324,1,1,3,0,1,1,2,6,9140480,13
2024,4,2424,4,2,6,1,0,1,1,4,18796780,19
2025,4,1438,2,1,4,1,0,1,1,5,13444320,26
2026,1,701,1,1,2,1,0,1,1,6,11764865,11
2027,2,1236,2,1,4,1,2,1,1,5,11240520,19
2028,3,1744,2,1,4,1,2,0,0,0,7670180,43
2029,2,1078,1,1,3,1,2,0,0,4,8372710,31
2030,2,901,1,1,3,1,1,2,2,5,9491300,13
2031,3,1669,2,1,4,1,0,0,2,2,13852750,45
2032,1,1073,1,1,3,0,2,0,0,6,9537120,7
2033,0,1273,1,1,3,0,0,2,1,6,11026000,28
2034,1,1235,2,2,4,0,0,0,2,1,13158180,12
2035,0,1400,2,2,4,0,2,1,1,1,6195750,48
2036,5,1598,1,1,4,1,2,1,0,4,11450470,38
2037,5,1819,2,1,5,0,1,1,2,6,13763020,16
2038,1,902,1,1,3,0,0,1,1,6,12133045,23
2039,1,795,1,1,2,1,2,2,2,5,9954125,35
2040,4,1763,2,1,4,1,0,2,2,4,15329240,22
2041,3,1848,3,2,5,0,0,2,1,2,14445470,5
2042,2,1288,2,1,4,1,0,1,1,6,15780550,17
2043,3,1615,2,1,4,1,1,1,1,5,10172480,18
2044,2,1026,1,1,3,1,0,2,2,5,13885100,10
2045,3,1598,2,1,4,1,0,0,0,0,11762090,17
2046,3,1896,3,2,5,1,1,2,2,0,9315600,24
2047,4,2276,4,2,6,0,2,2,2,5,13221960,12
2048,4,2407,4,2,6,0,0,1,1,4,17099760,28
2049,2,1083,1,1,3,0,2,1,2,6,9692960,27
2050,2,728,1,1,2,1,1,1,0,6,7638500,34
2051,6,1894,2,1,5,0,1,1,0,5,11863010,43
2052,5,1595,1,1,4,1,1,0,1,4,11679830,8
2053,2,1274,2,1,4,0,0,1,2,5,14254400,32
2054,5,1760,1,1,4,0,1,1,2,5,12308520,21
2055,1,969,1,1,3,1,0,1,0,2,11157225,35
2056,3,1652,2,1,4,1,1,1,2,4,9463960,47
2057,0,1211,1,1,3,0,2,1,1,5,7491375,24
2058,2,958,1,1,3,1,0,1,0,6,12863400,4
2059,2,818,1,1,3,1,1,0,2,4,8027500,22
2060,1,958,1,1,3,1,0,0,2,0,11221720,8
2061,2,1091,1,1,3,1,0,2,2,6,14893850,22
2062,2,1066,1,1,3,1,1,2,2,5,9572300,30
2063,4,2371,4,2,6,0,1,1,1,4,10463400,30
2064,0,1451,2,2,4,1,0,1,0,2,10475000,40
2065,5,1985,2,1,5,0,0,1,1,6,21969520,21
2066,3,1853,3,2,5,1,0,1,1,5,16550350,35
2067,3,1841,3,2,5,0,1,0,2,5,9871170,36
2068,5,1767,1,1,4,1,0,2,2,4,20331090,37
2069,2,1147,1,1,3,1,1,1,2,4,9352100,38
2070,2,1232,2,1,4,0,1,1,0,5,8588100,18
2071,2,1264,2,1,4,0,2,1,1,6,10265430,32
2072,0,898,1,1,3,1,0,1,2,4,9451250,39
2073,2,743,1,1,2,1,2,1,0,6,8010660,37
2074,2,1064,1,1,3,1,2,0,2,5,9955930,27
2075,2,980,1,1,3,1,2,1,2,6,10044600,40
2076,5,1780,1,1,4,0,0,1,2,4,19459290,11
2077,4,1665,2,1,4,1,2,1,2,6,12054580,13
2078,3,1852,3,2,5,1,0,0,0,2,14646780,13
2079,2,1231,2,1,4,0,0,1,2,4,13874850,6
2080,4,1413,2,1,4,1,1,2,2,4,8992960,27
2081,4,2443,4,2,6,0,0,2,2,4,18334400,30
2082,2,1071,1,1,3,1,1,2,1,6,10223050,19
2083,4,1614,2,1,4,0,2,1,2,5,10282340,13
2084,4,1302,1,1,3,1,1,1,2,6,10423760,8
2085,5,1923,2,1,5,0,1,1,0,5,12320640,17
2086,2,805,1,1,3,1,2,1,1,4,7915350,38
2087,5,1586,1,1,4,0,1,1,0,5,10671450,19
2088,3,1883,3,2,5,0,0,2,1,1,13650440,36
2089,4,1582,2,1,4,0,0,1,1,4,12363680,24
2090,1,1109,1,1,3,1,1,2,1,5,9977280,31
2091,0,968,1,1,3,0,2,1,2,2,6297250,31
2092,0,1687,2,2,4,0,0,1,0,4,11110000,28
2093,3,1754,2,1,4,0,1,1,0,2,7091060,52
2094,5,1766,1,1,4,1,2,0,0,5,13161500,31
2095,3,1656,2,1,4,1,0,1,2,1,14178210,8
2096,2,805,1,1,3,0,0,1,0,4,8828350,29
2097,0,726,1,1,2,0,0,1,1,4,6553750,48
2098,0,1228,1,1,3,0,0,2,1,6,10933000,48
2099,5,1995,2,1,5,0,0,0,1,4,20550920,26
2100,0,931,1,1,3,0,0,1,1,5,8092500,42
2101,2,737,1,1,2,0,2,2,0,4,5940040,37
2102,3,1762,2,1,4,1,0,0,1,2,14912460,8
2103,3,1726,2,1,4,1,0,2,1,2,14471130,19
2104,6,1915,2,1,5,1,2,2,1,5,15090150,20
2105,2,729,1,1,2,1,2,0,2,4,7918980,35
2106,0,1653,2,2,4,0,0,2,0,4,11248000,23
2107,2,1261,2,1,4,1,0,1,2,4,15044200,8
2108,3,1744,2,1,4,0,1,2,1,5,9872490,12
2109,1,791,1,1,2,0,1,1,1,4,7359275,4
2110,4,2199,3,2,5,1,1,1,2,5,12687420,10
2111,3,1915,3,2,5,0,1,1,0,0,6997850,30
2112,2,857,1,1,3,1,1,0,1,4,7738700,18
2113,5,1853,2,1,5,1,0,2,1,5,21437220,6
2114,5,1701,1,1,4,0,1,1,2,5,12185540,32
2115,2,963,1,1,3,0,0,2,0,6,11224050,39
2116,5,1889,2,1,5,1,1,2,0,5,13041980,34
2117,3,1544,2,1,4,1,1,1,0,1,7359840,51
2118,2,916,1,1,3,1,0,1,0,6,12501600,11
2119,0,1175,1,1,3,0,1,0,2,4,6898250,5
2120,5,1966,2,1,5,1,1,2,1,5,14622250,20
2121,4,2292,4,2,6,0,2,1,1,6,12996720,24
2122,5,1781,1,1,4,0,1,1,0,6,11430420,40
2123,0,1075,1,1,3,0,0,1,2,0,7541750,17
2124,2,1056,1,1,3,1,1,1,2,4,9341900,9
2125,2,948,1,1,3,0,2,1,2,4,8159260,22
2126,2,1002,1,1,3,0,0,1,1,5,11515200,36
2127,0,823,1,1,2,1,2,1,1,4,6420875,37
2128,2,856,1,1,3,0,0,2,0,4,9656600,24
2129,4,1432,2,1,4,0,1,1,1,6,8925160,28
2130,1,742,1,1,2,1,2,0,0,1,6037545,23
2131,4,1743,2,1,4,1,2,2,1,4,10882620,8
2132,4,2311,4,2,6,0,2,1,2,5,12784640,10
2133,0,1055,1,1,3,0,0,0,2,2,8060000,48
2134,3,1641,2,1,4,1,0,1,2,6,16137480,9
2135,0,690,1,1,2,1,0,0,1,1,6443000,23
2136,2,756,1,1,2,1,2,2,2,6,9960220,14
2137,3,1704,2,1,4,0,2,2,1,6,10906430,19
2138,0,680,1,1,2,0,1,1,0,2,3404000,43
2139,5,1734,1,1,4,0,2,1,0,6,12683980,32
2140,1,1033,1,1,3,1,2,1,0,2,8057450,30
2141,0,757,1,1,2,1,0,2,1,6,9094750,37
2142,3,1912,3,2,5,1,2,0,1,1,10011470,51
2143,2,845,1,1,3,0,2,1,0,4,6519000,28
2144,2,1275,2,1,4,0,0,0,1,5,14008700,38
2145,2,1173,1,1,3,1,1,1,0,6,9562650,11
2146,4,1502,2,1,4,0,1,1,2,5,9325860,12
2147,2,1187,1,1,3,1,0,0,0,5,13533950,13
2148,5,1889,2,1,5,0,0,2,1,5,20707160,7
2149,6,1853,2,1,5,0,1,1,0,5,11698300,20
2150,1,603,1,1,2,0,1,1,1,2,5342000,39
2151,4,2172,3,2,5,1,0,2,1,4,17193660,23
2152,5,1507,1,1,4,0,0,2,1,5,17294550,15
2153,0,692,1,1,2,0,0,0,1,4,6999250,6
2154,3,1897,3,2,5,0,1,0,2,1,7977570,46
2155,3,1607,2,1,4,0,2,0,1,4,8528780,54
2156,4,1607,2,1,4,1,0,2,1,4,14209800,29
2157,5,1853,2,1,5,0,2,1,2,4,13026640,40
2158,2,1121,1,1,3,1,2,1,0,6,10768720,4
2159,4,2279,4,2,6,1,2,2,2,5,13582900,26
2160,1,729,1,1,2,0,2,2,0,4,6853550,9
2161,1,794,1,1,2,0,0,1,2,4,10214695,33
2162,2,800,1,1,2,1,0,0,1,6,11900750,13
2163,2,1292,2,1,4,0,2,0,2,5,10309290,19
2164,1,831,1,1,3,0,2,0,0,5,7656640,16
2165,3,1850,3,2,5,1,0,1,0,6,15746590,37
2166,0,1454,2,2,4,0,1,2,1,1,5829500,29
2167,2,1053,1,1,3,0,0,0,1,5,12486800,3
2168,1,1115,1,1,3,1,1,2,0,6,9795370,37
2169,4,1498,2,1,4,0,2,2,1,4,9023100,27
2170,2,992,1,1,3,1,1,0,2,6,10442550,20
2171,0,520,1,1,2,1,1,0,1,2,4321000,44
2172,1,833,1,1,3,0,0,2,2,5,11280410,33
2173,2,1114,1,1,3,0,0,1,2,5,13551850,19
2174,0,753,1,1,2,1,0,0,1,5,8798750,33
2175,5,1705,1,1,4,1,1,2,0,4,11813340,22
2176,1,934,1,1,3,1,0,2,2,1,12032720,7
2177,0,1101,1,1,3,1,1,1,2,4,7704750,31
2178,2,1104,1,1,3,1,0,1,1,6,14395000,12
2179,2,1085,1,1,3,0,2,1,2,4,8716800,21
2180,2,1015,1,1,3,1,0,2,1,5,13076450,38
2181,0,1389,2,2,4,1,1,1,1,6,8863750,42
2182,2,1179,1,1,3,0,2,2,2,6,10696480,7
2183,2,855,1,1,3,1,2,0,2,5,9354600,6
2184,1,897,1,1,3,0,2,1,2,6,9850425,14
2185,5,1762,1,1,4,0,2,2,2,4,13407250,31
2186,2,726,1,1,2,0,0,1,2,5,10370100,6
2187,2,1285,2,1,4,1,0,1,2,6,15982000,40
2188,2,940,1,1,3,0,0,1,1,5,11359500,13
2189,5,1914,2,1,5,1,1,2,1,6,14499510,17
2190,1,1285,2,2,4,0,0,0,0,0,11955405,27
2191,2,707,1,1,2,0,1,0,1,6,7133850,23
2192,2,939,1,1,3,1,0,2,0,6,12459650,30
2193,6,1911,2,1,5,0,0,1,2,5,21220250,30
2194,5,1697,1,1,4,0,2,1,1,5,12480160,30
2195,2,740,1,1,2,1,1,2,2,5,9002750,9
2197,2,1210,2,1,4,0,1,2,2,6,9967250,39
2198,0,1467,2,2,4,1,1,0,0,0,5729750,15
2199,0,1412,2,2,4,0,0,2,0,6,11673500,14
2200,2,1124,1,1,3,0,0,1,0,6,13030600,24
2201,5,1996,2,1,5,0,0,0,0,5,20618810,33
2202,0,1632,2,2,4,0,2,0,0,2,6827500,50
2203,2,1021,1,1,3,0,2,1,1,6,9338270,22
2204,0,1448,2,2,4,0,0,2,2,6,12252250,39
2205,4,2450,4,2,6,0,1,2,2,5,11967520,26
2206,2,941,1,1,3,1,1,2,2,5,9868000,20
2207,4,1412,2,1,4,1,2,1,1,6,10678140,25
2208,2,1153,1,1,3,0,0,0,0,6,12866800,20
2209,6,1690,1,1,4,1,0,0,1,5,19526110,23
2210,4,1307,1,1,3,1,2,1,2,4,9272780,12
2211,3,1635,2,1,4,1,1,1,2,4,9570490,47
2212,2,772,1,1,2,1,0,0,0,4,10132150,16
2213,0,1438,2,2,4,1,0,1,2,5,12393500,46
2214,6,1505,1,1,4,1,1,0,0,5,11086380,34
2215,0,1635,2,2,4,0,1,1,1,6,8820750,26
2216,5,1631,1,1,4,1,2,0,0,4,12251750,21
2217,6,1585,1,1,4,1,1,0,1,4,11828320,41
2218,2,1117,1,1,3,0,0,1,2,4,12704950,16
2219,0,1296,1,1,3,1,0,1,2,4,11235250,26
2220,2,1238,2,1,4,0,2,1,2,4,9258310,38
2221,4,1859,3,2,5,1,0,1,2,4,16018960,27
2222,4,2239,4,2,6,0,1,1,2,5,11563580,19
2223,3,1771,2,1,4,0,1,2,2,0,8129650,35
2224,1,626,1,1,2,1,1,0,2,0,5251640,36
2225,2,978,1,1,3,0,2,1,2,4,8196110,39
2226,6,1586,1,1,4,0,1,1,0,4,10259180,34
2229,2,812,1,1,3,1,1,2,2,6,9663350,5
2230,0,1436,2,2,4,0,0,2,2,5,11799500,42
2231,0,1019,1,1,3,1,0,1,2,5,10472250,47
2232,2,1203,2,1,4,1,0,2,0,4,13491500,38
2233,2,1027,1,1,3,0,0,2,0,5,11827400,28
2234,3,1974,3,2,5,1,1,1,1,5,11031970,51
2235,3,1746,2,1,4,1,1,2,0,5,9964150,25
2236,4,1711,2,1,4,0,2,1,1,5,10248940,25
2237,6,1918,2,1,5,1,1,0,0,5,12574290,42
2238,0,1083,1,1,3,0,2,2,1,0,5159375,12
2239,0,826,1,1,2,0,2,1,1,0,4646250,13
2240,3,1624,2,1,4,0,2,1,1,4,9031800,40
2241,2,1122,1,1,3,0,0,2,1,5,13180400,28
2242,5,1906,2,1,5,0,0,1,1,4,20020970,41
2243,2,849,1,1,3,0,2,1,1,4,7061130,32
2244,5,1793,1,1,4,1,1,1,1,4,12813210,28
2245,3,1936,3,2,5,1,1,1,2,2,10737430,9
2246,3,1956,3,2,5,1,1,2,0,2,9590830,44
2247,4,1778,3,2,5,1,1,2,2,4,10502000,29
2248,0,1075,1,1,3,0,0,1,1,2,8543500,6
2249,0,541,1,1,2,1,2,2,0,2,4894125,21
2250,2,1166,1,1,3,0,0,1,2,6,14248200,16
2251,0,533,1,1,2,0,2,1,1,0,3000375,24
2252,2,738,1,1,2,1,1,2,1,4,7660600,31
2253,6,1771,1,1,4,1,0,0,1,5,20591120,15
2254,5,1687,1,1,4,1,1,2,0,4,11407570,31
2255,4,1970,3,2,5,0,0,1,1,4,14949120,6
2256,0,1620,2,2,4,1,1,1,1,5,9163250,43
2257,0,668,1,1,2,0,2,1,1,1,3781250,37
2258,3,1542,2,1,4,1,1,2,2,6,10453060,48
2259,6,1551,1,1,4,0,2,0,1,5,12435730,9
2260,4,2221,4,2,6,0,2,2,1,5,11682020,20
2261,3,1522,2,1,4,0,2,1,1,4,9268680,14
2262,3,1539,2,1,4,1,1,1,2,4,9879360,23
2263,6,1866,2,1,5,1,2,2,2,6,15678280,25
2264,5,1874,2,1,5,1,2,2,0,6,14602660,27
2265,4,2097,3,2,5,0,2,2,1,4,10668780,22
2266,2,1159,1,1,3,0,0,1,0,5,12415500,17
2267,4,1438,2,1,4,1,0,1,2,6,14509000,9
2268,2,863,1,1,3,0,2,1,1,4,7341810,22
2269,0,1292,1,1,3,0,0,0,1,5,10339000,32
2270,5,1691,1,1,4,1,1,1,2,4,12549660,28
2271,5,1894,2,1,5,1,1,1,1,4,12680410,38
2272,2,1174,1,1,3,0,0,0,1,6,13328250,35
2273,3,1838,3,2,5,0,1,1,1,6,9952680,44
2274,0,1582,2,2,4,0,0,2,2,4,12570750,4
2275,4,1951,3,2,5,0,1,1,2,4,9772960,7
2276,0,1237,1,1,3,1,2,1,1,1,6823875,22
2277,3,1989,3,2,5,1,2,1,0,1,9188290,36
2278,2,1129,1,1,3,1,0,1,1,6,14614100,30
2279,2,768,1,1,2,1,1,0,0,6,7462400,36
2280,2,1056,1,1,3,0,2,1,0,4,6930720,39
2281,6,1585,1,1,4,0,0,2,0,6,17805860,42
2282,4,1789,3,2,5,1,1,2,2,5,11874360,8
2283,3,1869,3,2,5,0,0,1,0,6,15941330,14
2284,0,520,1,1,2,0,0,1,2,1,5246250,19
2285,2,738,1,1,2,1,0,1,0,5,10625000,12
2286,3,1914,3,2,5,1,1,1,2,5,11781260,8
2287,5,1576,1,1,4,0,2,2,2,4,12560000,15
2288,2,869,1,1,3,0,1,0,2,4,6831950,37
2289,1,635,1,1,2,0,1,0,2,4,6000900,40
2290,5,1875,2,1,5,1,1,0,2,5,14640260,7
2291,4,2344,4,2,6,0,0,1,2,6,18963740,17
2292,5,1804,2,1,5,1,1,2,2,6,14507380,24
2293,1,985,1,1,3,0,2,1,2,1,7375400,40
2294,5,1589,1,1,4,1,0,2,0,5,18676960,17
2295,0,1390,2,2,4,1,2,2,2,1,7941000,33
2296,4,2435,4,2,6,0,1,2,2,6,12911300,14
2297,1,1145,1,1,3,1,2,1,2,6,11804935,28
2298,2,714,1,1,2,0,1,2,2,6,8191450,19
2299,2,1174,1,1,3,0,0,1,2,4,12980150,24
2300,5,1936,2,1,5,0,0,2,2,4,21320640,27
2301,0,1477,2,2,4,0,0,2,0,2,9898250,26
2302,0,1017,1,1,3,1,0,2,2,1,9715500,6
2303,2,943,1,1,3,0,2,2,0,4,7710860,17
2304,6,1515,1,1,4,0,2,2,0,5,11415610,33
2305,2,1071,1,1,3,0,2,2,1,6,9277020,37
2306,3,1937,3,2,5,0,2,1,1,4,10670850,9
